,5Y-Average
0,9.161683971097596e-05
1,9.404664402149454e-05
2,9.6079100928514e-05
3,9.727862457547886e-05
4,9.516636567947213e-05
5,9.676739308352918e-05
6,9.73185255699725e-05
7,9.797606070839882e-05
8,9.964608358210113e-05
9,0.00010338929562803514
10,0.00010608926292210434
11,0.00010541925872289875
12,0.00010529456811510615
13,0.00010414990833557003
14,0.0001009944046876985
15,9.587128324885966e-05
16,9.074483672714635e-05
17,8.70905706481044e-05
18,8.442551672421713e-05
19,8.31511787125767e-05
20,8.243961097744022e-05
21,8.359590854703699e-05
22,8.64870681063882e-05
23,8.9598514406173e-05
24,9.786882678569719e-05
25,0.00010151976778186468
26,0.00010372346645691932
27,0.00010511335109844755
28,0.0001007408671185202
29,0.00010427958656767434
30,0.0001054067896621195
31,0.00010610755087791393
32,0.00010754980557471506
33,0.00010974934789617662
34,0.00011160723795228643
35,0.00011048169739927852
36,0.00010944510281316267
37,0.00010790226435940882
38,0.00010408922557311097
39,9.902429308457533e-05
40,9.34847050157092e-05
41,8.997341750026944e-05
42,8.712714655972357e-05
43,8.539893473571805e-05
44,8.485694622717954e-05
45,8.59941245702481e-05
46,8.90382379418249e-05
47,9.276814965626102e-05
48,0.0001017649926438568
49,0.00010608261275635541
50,0.00010843594016076117
51,0.00010965707684641009
52,0.00010400443595981198
53,0.00010830875574081271
54,0.00010970113419449681
55,0.00011058311242694984
56,0.00011212345706854783
57,0.00011350004137857817
58,0.00011530722392085235
59,0.00011355490524600693
60,0.00011237283828413304
61,0.00011002532977475758
62,0.00010599034170658888
63,0.00010074003584780158
64,9.491781573460554e-05
65,9.092854755596079e-05
66,8.8305888438723e-05
67,8.712299020613048e-05
68,8.648124921135788e-05
69,8.755026335549982e-05
70,9.112306490411725e-05
71,9.488290236442361e-05
72,0.00010439845828043662
73,0.00010909680038206199
74,0.00011092808977517604
75,0.00011247840966539743
76,0.00010660298822620988
77,0.00011086241938840527
78,0.00011273693485888743
79,0.00011335955662713185
80,0.00011515510137934535
81,0.00011612103795437874
82,0.00011760485618711075
83,0.00011623076568923623
84,0.00011483173706980321
85,0.00011218829618459998
86,0.00010813003253630997
87,0.00010253973695360818
88,9.665184645364137e-05
89,9.24555918660609e-05
90,8.988779661625183e-05
91,8.822442390829849e-05
92,8.775724976443553e-05
93,8.877721893617905e-05
94,9.180553816410211e-05
95,9.538083352487542e-05
96,0.00010257298778235288
97,0.00010880419308910866
98,0.00011052326093520939
99,0.00011204448635027918
100,0.00010652152369578538
101,0.00010961301949832338
102,0.00011121321563166181
103,0.00011225562911280798
104,0.00011395973408597359
105,0.00011535876270540662
106,0.00011653916712584328
107,0.0001148890947493878
108,0.00011332131817407545
109,0.00011135951927813845
110,0.00010724389795026387
111,0.00010197862921854145
112,9.606912567989059e-05
113,9.20008867829772e-05
114,8.951455606359264e-05
115,8.783954556557865e-05
116,8.715125341056347e-05
117,8.799665573139732e-05
118,9.086786479350172e-05
119,9.472163584501183e-05
120,0.00010289967717476951
121,0.0001074076582818315
122,0.00010918075872464234
123,0.00011056482447114027
124,0.00010589890192754096
125,0.00010797874126552162
126,0.00011095219662601594
127,0.00011168371485839922
128,0.00011342190193102815
129,0.00011500131629640114
130,0.00011636626281637087
131,0.00011465135132386323
132,0.00011341857684815368
133,0.00011120407165375701
134,0.00010689892060203767
135,0.00010252228026851722
136,9.605083772408101e-05
137,9.190279683818035e-05
138,8.953700037299532e-05
139,8.768160412904135e-05
140,8.708225794091822e-05
141,8.772483020640945e-05
142,9.033585153358661e-05
143,9.370748556829864e-05
144,9.951973043287129e-05
145,0.00010445581596002122
146,0.00010646915364051249
147,0.00010758056259130392
148,0.00010466945253470589
149,0.00010630289949678901
150,0.0001077376727571226
151,0.0001086570581719134
152,0.00011071195938833553
153,0.00011317833961047327
154,0.00011499549740137083
155,0.0001140603178429263
156,0.0001128641192788359
157,0.00011102036082494257
158,0.00010654396800518805
159,0.00010130446866574279
160,9.565598413273776e-05
161,9.133836402023915e-05
162,8.852700644987522e-05
163,8.716039738846827e-05
164,8.658017042687334e-05
165,8.761343993011473e-05
166,9.099837429632465e-05
167,9.574991772394153e-05
168,0.00010554062424781687
169,0.00011065543297946956
170,0.0001125773308809129
171,0.00011417170811922102
172,0.00010840684568560957
173,0.00011215753916801113
174,0.0001141949836993423
175,0.00011460396889290205
176,0.00011652919187721988
177,0.00011685920635251097
178,0.00011808782447462744
179,0.00011644855861751399
180,0.00011492982701460006
181,0.00011267957717930284
182,0.00010903694889032153
183,0.00010381158115309276
184,9.780731275251951e-05
185,9.356616954613369e-05
186,9.065838457241014e-05
187,8.907232004128822e-05
188,8.83208513116581e-05
189,8.914630313524515e-05
190,9.159107031869883e-05
191,9.475738048591239e-05
192,0.00010301688634609456
193,0.00010688395772910255
194,0.00010858640016083092
195,0.00010988650756474849
196,0.00010507345010395392
197,0.00010836943850327178
198,0.0001097958990564192
199,0.00011073523496845682
200,0.00011248007220683468
201,0.00011442607695911793
202,0.00011598221574436964
203,0.00011466548292607973
204,0.00011358316845043992
205,0.00011190400159883283
206,0.00010813751397277754
207,0.00010247656037899328
208,9.669839761388394e-05
209,9.245891694893536e-05
210,8.967083495869272e-05
211,8.787445893576059e-05
212,8.750953109028756e-05
213,8.835576468184004e-05
214,9.162515241816213e-05
215,9.539330258565468e-05
216,0.00010358464424691022
217,0.00010782495618257741
218,0.00011007686855931186
219,0.00011172278458217425
220,0.0001057999807120255
221,0.00010901699839307472
222,0.00011122402215100383
223,0.00011195886546626158
224,0.0001136970525388905
225,0.0001150087977328687
226,0.00011688414447406948
227,0.00011558486834087055
228,0.00011463805099236537
229,0.00011273859740032467
230,0.00010872854745371449
231,0.00010360210093200119
232,9.748976733800767e-05
233,9.310315175586382e-05
234,9.055613827402021e-05
235,8.897423009649136e-05
236,8.822774899117296e-05
237,8.92826315330984e-05
238,9.266424081643384e-05
239,9.687462700623081e-05
240,0.00010459962579434202
241,0.0001093370376197424
242,0.00011114422016201655
243,0.00011236120049407238
244,0.00010694214667940576
245,0.00010993222745427245
246,0.00011184082502421792
247,0.00011258398104666185
248,0.00011417004557778377
249,0.00011623824712570379
250,0.00011819090204373599
251,0.00011727317917038242
252,0.00011643608955673473
253,0.0001146297382851792
254,0.00011064379518940891
255,0.00010509090678904489
256,9.87258668965917e-05
257,9.434922656307126e-05
258,9.147718623024826e-05
259,8.989444678200079e-05
260,8.938570910220695e-05
261,9.02876378319068e-05
262,9.351961838589113e-05
263,9.735593275231029e-05
264,0.00010440012082187386
265,0.00010894883419414809
266,0.00011047421596281096
267,0.00011152743596329917
268,0.00010660132568477264
269,0.00010898042248145556
270,0.00011080007408450898
271,0.00011150582292461511
272,0.00011320410900275041
273,0.00011446099032929986
274,0.0001167220466839391
275,0.00011621414027486388
276,0.00011560149375524289
277,0.00011397885331250178
278,0.00011001535452613418
279,0.00010480494966184051
280,9.877075551539703e-05
281,9.414722777844725e-05
282,9.138491518048172e-05
283,8.980550081510873e-05
284,8.904987573188553e-05
285,8.988530280409599e-05
286,9.313390877245267e-05
287,9.600761164671291e-05
288,0.00010257963794810182
289,0.00010650739209356889
290,0.00010755063684543369
291,0.00010849662292322025
292,0.0001032105724235324
293,0.00010563123275614618
294,0.00010832371861374784
295,0.0001089920602715162
296,0.00011126891076980916
297,0.00011281258049428162
298,0.00011508028701466979
299,0.00011412848204185292
300,0.00011380013010799904
301,0.0001124144018200639
302,0.00010868199629347193
303,0.00010370517850110974
304,9.759700126070932e-05
305,9.404165639718284e-05
306,9.040983462754356e-05
307,8.859101429520874e-05
308,8.803240037229788e-05
309,8.89517857870887e-05
310,9.189448413099418e-05
311,9.437167087247393e-05
312,0.00010075416745001808
313,0.00010369437198176772
314,0.00010525632966204974
315,0.00010619649684480599
316,0.00010157296910785619
317,0.00010453728049044572
318,0.00010637688259074596
319,0.000107230597618766
320,0.00010882414358635548
321,0.00011111678822830219
322,0.00011408359342304757
323,0.00011315922038394505
324,0.00011226394181999416
325,0.0001109405588359553
326,0.00010701363596120686
327,0.00010209916347274097
328,9.609988269647944e-05
329,9.210063926921129e-05
330,8.936243352208568e-05
331,8.779964457108501e-05
332,8.716039738846827e-05
333,8.836241484758897e-05
334,9.182715120278617e-05
335,9.57731933040628e-05
336,0.0001050634748553305
337,0.00010964128270275636
338,0.0001113088117643028
339,0.0001124002702178474
340,0.00010677339872352645
341,0.00011070364668114936
342,0.00011254906767647991
343,0.00011311848811873281
344,0.00011465467640673771
345,0.00011515011375503365
346,0.00011736794403230479
347,0.00011575195375531264
348,0.00011441859552265037
349,0.00011200957298009724
350,0.00010827716745350527
351,0.00010349902336289264
352,9.727031186829269e-05
353,9.328104368964795e-05
354,9.070826081552719e-05
355,8.88038195991748e-05
356,8.815376589721602e-05
357,8.912552136727972e-05
358,9.205159429681286e-05
359,9.497683595562737e-05
360,0.00010203931198100054
361,0.00010589973319825959
362,0.00010733035010500008
363,0.00010865123927688307
364,0.00010435523220306853
365,0.00010751987982884483
366,0.00010904443032678909
367,0.00010985491927744102
368,0.00011123399739962724
369,0.00011283003717937259
370,0.00011488078204220162
371,0.0001135440987266649
372,0.00011248838491402085
373,0.00011040272668100987
374,0.00010623141021498791
375,0.00010102682424572458
376,9.54805860111095e-05
377,9.161268335738288e-05
378,8.905320081476e-05
379,8.748542423944764e-05
380,8.69517484380953e-05
381,8.78752902064792e-05
382,9.130095683790136e-05
383,9.536005175690998e-05
384,0.00010434691949588235
385,0.00010884658789575815
386,0.00011085826303481218
387,0.00011209685640555207
388,0.00010686566977329298
389,0.00010993305872499106
390,0.0001121558766265739
391,0.00011263385728977888
392,0.0001146588327603308
393,0.00011542609563361462
394,0.00011714433220899672
395,0.00011581596160064617
396,0.00011452250436247754
397,0.00011218413983100689
398,0.00010790974579587638
399,0.00010276667385979073
400,9.681228170233451e-05
401,9.281636335794084e-05
402,9.026186843962965e-05
403,8.898669915727062e-05
404,8.822525517901711e-05
405,8.943974169891708e-05
406,9.320955440784684e-05
407,9.703755606707982e-05
408,0.00010629957441391454
409,0.00011102867353212875
410,0.00011294807762141624
411,0.00011402457320202574
412,0.00010827966126566111
413,0.00011204365507956055
414,0.00011405283640645873
415,0.00011460480016362067
416,0.00011645271497110707
417,0.00011775448491646187
418,0.00011946856513825088
419,0.00011788582569000342
420,0.0001161434822637814
421,0.00011361143165487292
422,0.00010915083297877211
423,0.00010380243717518797
424,9.749392369160076e-05
425,9.350133043008154e-05
426,9.095099186536347e-05
427,8.923774291429307e-05
428,8.864421562120027e-05
429,8.940316578729792e-05
430,9.283215750159457e-05
431,9.67923312050877e-05
432,0.0001053835140819982
433,0.00010962465728838402
434,0.0001115000040295848
435,0.00011287409452745931
436,0.00010794299662462108
437,0.00011095884679176489
438,0.00011278182347769278
439,0.00011327809209670734
440,0.00011495476513615857
441,0.000115779385689027
442,0.00011773536568993367
443,0.00011604788613114041
444,0.00011452416690391478
445,0.00011209186878124036
446,0.00010784490667982423
447,0.00010280574358356574
448,9.676074291778025e-05
449,9.301254324753453e-05
450,9.042230368832282e-05
451,8.880465086989342e-05
452,8.789690324516325e-05
453,8.87132110908455e-05
454,9.198176755644901e-05
455,9.537750844200095e-05
456,0.00010318480303125525
457,0.00010768364016041246
458,0.00010971775960886915
459,0.00011109850027249261
460,0.00010588560159604309
461,0.00010967370226078244
462,0.00011121654071453627
463,0.00011174107253798384
464,0.00011314010115741687
465,0.00011404701751142841
466,0.0001159514587277808
467,0.00011449756624091902
468,0.00011292812712416943
469,0.00011065875806234401
470,0.00010669442800525779
471,0.00010191628391464515
472,9.590037772401128e-05
473,9.222948623059696e-05
474,8.915212203027547e-05
475,8.754610700190673e-05
476,8.699913086905649e-05
477,8.765167838317112e-05
478,9.012803385393227e-05
479,9.318627882772557e-05
480,0.00010025540501884766
481,0.00010400692977196784
482,0.00010588477032532447
483,0.00010720233441433301
484,0.00010321306623568824
485,0.0001061732212646847
486,0.00010761630723220445
487,0.00010793385264671629
488,0.00010984743784097346
489,0.00011182336833912696
490,0.00011423239088168008
491,0.00011259063121241078
492,0.00011150249784174064
493,0.00010944260900100681
494,0.00010534361308750458
495,0.0001002911496597482
496,9.425529297186751e-05
497,9.067584125750112e-05
498,8.790189086947495e-05
499,8.634990843781633e-05
500,8.621856766427478e-05
501,8.711800258181878e-05
502,9.068664777684313e-05
503,9.518631617671895e-05
504,0.00010637438877859011
505,0.00011127223585268363
506,0.00011314259496957271
507,0.00011461810049511854
508,0.0001084608782823197
509,0.0001119979351900366
510,0.00011421825927946359
511,0.00011449091607517009
512,0.00011544022723583112
513,0.00011585586259513982
514,0.00011706619276144669
515,0.0001151659078986874
516,0.00011352747331229256
517,0.00011151413563180129
518,0.00010722976634804737
519,0.00010219309706394475
520,9.634095120487847e-05
521,9.237329606491777e-05
522,8.959352678186129e-05
523,8.77505995986866e-05
524,8.713213418403527e-05
525,8.79750426927133e-05
526,9.019453551142166e-05
527,9.259358280535137e-05
528,9.922961695207383e-05
529,0.0001030384993847786
530,0.00010506430612604913
531,0.00010648328524272899
532,0.00010251147374917519
533,0.00010557304380584297
534,0.00010655893087812315
535,0.00010687813883407224
536,0.00010819487165236215
537,0.00010962631982982125
538,0.00011190317032811422
539,0.00011049250391862055
540,0.00010934701286836582
541,0.0001073170497735022
542,0.00010326127993736806
543,9.849892999040916e-05
544,9.322701109293781e-05
545,8.934082048340162e-05
546,8.65776766147175e-05
547,8.508138932120622e-05
548,8.443299816068467e-05
549,8.548871197332874e-05
550,8.804902578667023e-05
551,9.106903230740712e-05
552,9.897857319505137e-05
553,0.00010272843540673433
554,0.0001043735201588781
555,0.00010592633386125535
556,0.00010180904999194351
557,0.0001045406055733202
558,0.00010584570060154946
559,0.00010654729308806251
560,0.00010846503463591279
561,0.0001097676358519862
562,0.00011100207286913299
563,0.00010915997695667691
564,0.00010818074005014565
565,0.00010620480955199216
566,0.0001022961746330533
567,9.759783253142793e-05
568,9.241569087156726e-05
569,8.853781296921724e-05
570,8.603070048186725e-05
571,8.449949981817406e-05
572,8.428503197277078e-05
573,8.540225981859254e-05
574,8.83973282177709e-05
575,9.246722965612155e-05
576,0.00010190215231242866
577,0.00010588975794963618
578,0.00010755396192830814
579,0.0001086761773984416
580,0.00010332528778270159
581,0.0001075232049117193
582,0.00010913005121080668
583,0.00010957561231598559
584,0.00011122402215100383
585,0.00011223650988627978
586,0.00011406447419651938
587,0.00011244183375377827
588,0.00011062135088000624
589,0.00010821897850320205
590,0.00010412995783832322
591,9.947899816765904e-05
592,9.403916258502698e-05
593,8.983210147810449e-05
594,8.738899683608805e-05
595,8.608805816145186e-05
596,8.542387285727657e-05
597,8.655523230531481e-05
598,8.960017694761025e-05
599,9.337830236372618e-05
600,0.00010269435330727102
601,0.00010681496225945731
602,0.0001086279636967618
603,0.00010961800712263506
604,0.00010369520325248632
605,0.00010763376391729542
606,0.00010931542458105835
607,0.0001099496841393634
608,0.00011136866325604325
609,0.00011201456060440895
610,0.00011350336646145266
611,0.00011180840546619183
612,0.0001102131969571651
613,0.00010793884027102798
614,0.0001041964594958126
615,9.933601960405685e-05
616,9.403833131430837e-05
617,8.990608457206143e-05
618,8.734826457087578e-05
619,8.582371407293153e-05
620,8.529086954229779e-05
621,8.600659363102735e-05
622,8.850954976478425e-05
623,9.1723242362959e-05
624,9.610570159150976e-05
625,9.97217292174953e-05
626,0.00010169350336205571
627,0.00010294456579357484
628,9.930360004603077e-05
629,0.00010141835275419335
630,0.00010258628811385075
631,0.0001031964408213159
632,0.00010495956601550334
633,0.00010707348745294732
634,0.00010907601861409655
635,0.00010787400115497583
636,0.00010698537275677387
637,0.00010517652767306248
638,0.00010145326612437528
639,9.739832755895977e-05
640,9.153786899270732e-05
641,8.775392468156107e-05
642,8.503566943168228e-05
643,8.346456777349544e-05
644,8.301401904400483e-05
645,8.389017838142753e-05
646,8.615040346534816e-05
647,8.924854943363509e-05
648,9.43749959553484e-05
649,9.763939606735879e-05
650,9.966270899647348e-05
651,0.00010094535971530007
652,9.787132059785306e-05
653,9.927284302944193e-05
654,9.976744910701926e-05
655,0.000100463222698502
656,0.0001026029135282231
657,0.00010562624513183448
658,0.00010744922181776235
659,0.0001066279263477684
660,0.00010617155872324747
661,0.00010465864601536386
662,0.00010072424170414785
663,9.587627087317137e-05
664,9.062929009725854e-05
665,8.691600379719476e-05
666,8.410963385114253e-05
667,8.289597860196117e-05
668,8.235399009342264e-05
669,8.327337550821345e-05
670,8.59849805923433e-05
671,8.922776766566966e-05
672,9.901265529451469e-05
673,0.00010262286402546991
674,0.00010460876977224682
675,0.00010610505706575809
676,0.00010132358789227098
677,0.0001045173299931989
678,0.00010567778391638875
679,0.00010634612557415713
680,0.00010862463861388731
681,0.00011052409220592799
682,0.00011238281353275644
683,0.00011115918303495168
684,0.00011019407773063692
685,0.00010832039353087337
686,0.00010463620170596118
687,9.921548534985733e-05
688,9.362020214284382e-05
689,8.946634236191284e-05
690,8.68603086590474e-05
691,8.529170081301642e-05
692,8.460507119943847e-05
693,8.554440711147609e-05
694,8.814711573146707e-05
695,9.121367341244654e-05
696,9.892620313977848e-05
697,0.0001027217852409854
698,0.00010466446491039417
699,0.00010582575010430264
700,0.00010105841253303203
701,0.00010450652347385688
702,0.00010533446910959978
703,0.000106100900712165
704,0.00010800035430420568
705,0.00010941351452585521
706,0.00011176019176451203
707,0.00011064961408443923
708,0.00010992308347636765
709,0.00010835696944249253
710,0.0001044358654627744
711,9.954549982514843e-05
712,9.419045385581533e-05
713,9.0143827997586e-05
714,8.711052114535122e-05
715,8.52858819179861e-05
716,8.469484843704915e-05
717,8.53390832439776e-05
718,8.773397418431425e-05
719,9.050543076018455e-05
720,9.687712081838668e-05
721,9.97400171733049e-05
722,0.0001012961559585566
723,0.00010239093949497567
724,9.834680744890218e-05
725,0.00010143830325144017
726,0.00010229949971592777
727,0.00010302603032399935
728,0.00010525632966204974
729,0.00010691554601641001
730,0.00010882996248138581
731,0.00010736858855805648
732,0.00010670855960747427
733,0.00010551901120913284
734,0.00010239343330713153
735,9.794197860893553e-05
736,9.285543308171584e-05
737,8.896259230643072e-05
738,8.617035396259498e-05
739,8.442052909990542e-05
740,8.380372622669133e-05
741,8.475636247022683e-05
742,8.741310368692794e-05
743,9.057692004198565e-05
744,9.69452850173133e-05
745,0.0001001955535271072
746,0.00010202933673237713
747,0.0001031673463461643
748,9.868596590209807e-05
749,0.00010180073728475734
750,0.0001028273566222498
751,0.00010356552502038203
752,0.00010536439485547
753,0.00010707598126510316
754,0.00010928799264734399
755,0.00010825721695625845
756,0.00010762295739795339
757,0.00010619483430336875
758,0.00010355721231319584
759,9.91373459023073e-05
760,9.341986589965705e-05
761,8.96367528592294e-05
762,8.674808711203405e-05
763,8.512129031569985e-05
764,8.448952456955065e-05
765,8.516950401737967e-05
766,8.748043661513596e-05
767,9.047799882647018e-05
768,9.778569971383546e-05
769,0.00010137263286466939
770,0.00010301356126322007
771,0.00010439928955115524
772,0.0001000758505436263
773,0.0001028323442465615
774,0.00010427958656767434
775,0.00010508093154042148
776,0.00010714580800546702
777,0.00010850493563040642
778,0.00011021735331075819
779,0.0001090061918737327
780,0.00010787150734281999
781,0.0001063544382813433
782,0.00010317649032406908
783,9.846484789094585e-05
784,9.336167694935383e-05
785,8.930923219609416e-05
786,8.642721661464775e-05
787,8.477215661388056e-05
788,8.416449771857126e-05
789,8.500657495653066e-05
790,8.706396998510865e-05
791,9.01296963953695e-05
792,9.710987661959954e-05
793,0.00010075416745001808
794,0.00010256550634588532
795,0.00010440843352906003
796,0.0001007549987207367
797,0.00010299859839028497
798,0.00010448324789373559
799,0.00010543172778367801
800,0.00010732037485637666
801,0.000109012010768763
802,0.00011105444292440589
803,0.0001099205896642118
804,0.00010894052148696191
805,0.00010737606999452404
806,0.00010380326844590659
807,9.931357529465419e-05
808,9.377564976722527e-05
809,8.956775738958416e-05
810,8.693927937731604e-05
811,8.512544666929294e-05
812,8.4562676392789e-05
813,8.509801473557858e-05
814,8.716039738846827e-05
815,8.976892490348956e-05
816,9.59261471162884e-05
817,9.923211076422967e-05
818,0.00010131444391436618
819,0.00010284315076590352
820,9.969512855449955e-05
821,0.00010184562590356267
822,0.00010311497629089141
823,0.00010389221441279865
824,0.00010622060369564589
825,0.00010853901772986974
826,0.0001109979165155399
827,0.00011032375596274122
828,0.00010978758634923303
829,0.000108169102260085
830,0.0001042679487776137
831,9.928198700734672e-05
832,9.408488247455094e-05
833,8.969826689240708e-05
834,8.691932888006923e-05
835,8.515703495660041e-05
836,8.487107782939603e-05
837,8.567242280214318e-05
838,8.853282534490554e-05
839,9.313390877245267e-05
840,0.00010290965242339291
841,0.00010750990458022144
842,0.00010949414778556108
843,0.00011083332491325367
844,0.00010546331607098547
845,0.00010919572159757745
846,0.00011070780303474244
847,0.00011136533817316878
848,0.00011332298071551269
849,0.00011363221342283835
850,0.0001156073126502732
851,0.00011415009508053696
852,0.00011288240723464548
853,0.00011100955430560056
854,0.00010710424446953615
855,0.00010245660988174645
856,9.648974866351098e-05
857,9.228518136874434e-05
858,8.924688689219786e-05
859,8.76890855655089e-05
860,8.694260446019051e-05
861,8.765666600748282e-05
862,9.002661882626094e-05
863,9.307571982214945e-05
864,0.00010057378170407811
865,0.00010450652347385688
866,0.00010638602656865074
867,0.0001076994343040662
868,0.00010292544656704666
869,0.00010578169275621591
870,0.00010714747054690425
871,0.00010769860303334757
872,0.0001093752760727988
873,0.00011021569076932096
874,0.00011261141298037621
875,0.0001117394099965466
876,0.00011107605596308995
877,0.0001095955628132324
878,0.00010603772413755007
879,0.0001010326431407549
880,9.545814170170683e-05
881,9.106071960022095e-05
882,8.82152799303937e-05
883,8.65544010345962e-05
884,8.5731443023165e-05
885,8.652364401800736e-05
886,8.921862368776486e-05
887,9.315219672826225e-05
888,0.00010122965430106721
889,0.00010608760038066711
890,0.00010811673220481211
891,0.00010976597331054897
892,0.00010503687419233476
893,0.00010799204159701951
894,0.00010958891264748346
895,0.0001099638157415799
896,0.00011132543717867515
897,0.00011220741541112816
898,0.00011407361817442416
899,0.00011300044767668914
900,0.00011225646038352661
901,0.00011054986159820514
902,0.0001069679160716829
903,0.00010237015772701024
904,9.642989717177053e-05
905,9.21114457885533e-05
906,8.93208699861548e-05
907,8.737819031674601e-05
908,8.661508379705527e-05
909,8.745549849357744e-05
910,8.94596921961639e-05
911,9.289533407620948e-05
912,9.992206546068209e-05
913,0.00010386145739620979
914,0.00010608011894419956
915,0.00010713749529828084
916,0.00010264198325199813
917,0.00010505599341886296
918,0.00010670357198316259
919,0.00010740433319895702
920,0.00010902281728810505
921,0.00010985242546528517
922,0.00011210516911273824
923,0.00011089400767571273
924,0.00010999457275816874
925,0.0001085656183928655
926,0.00010537270756265618
927,0.00010058043186982705
928,9.488290236442361e-05
929,9.034333297005417e-05
930,8.739315318968114e-05
931,8.563169053693092e-05
932,8.48070699840625e-05
933,8.549453086835906e-05
934,8.765167838317112e-05
935,9.047217993143986e-05
936,9.679898137083665e-05
937,0.00010034601352717696
938,0.00010216400258879313
939,0.00010299194822453604
940,9.905089374757109e-05
941,0.00010164944601396899
942,0.00010306094369418128
943,0.00010354889960600967
944,0.0001055796939715919
945,0.00010691138966281693
946,0.00010869446535425119
947,0.00010741763353045491
948,0.00010667447750801099
949,0.00010548077275607644
950,0.00010252228026851722
951,9.840333385776817e-05
952,9.307987617574254e-05
953,8.889359683678548e-05
954,8.58461583823342e-05
955,8.40082188234712e-05
956,8.328833838114856e-05
957,8.409300843677019e-05
958,8.649205573069989e-05
959,8.918952921261326e-05
960,9.539247131493605e-05
961,9.880400634414174e-05
962,0.0001003385320907094
963,0.0001012911683342449
964,9.760780778005135e-05
965,9.997609805739222e-05
966,0.00010126373640053052
967,0.00010212327032358089
968,0.00010396952258963005
969,0.00010551901120913284
970,0.00010765787076813532
971,0.00010699534800539727
972,0.00010645834712117046
973,0.00010526131728636146
974,0.0001022296729755639
975,9.732268192356559e-05
976,9.2307625678147e-05
977,8.817039131158838e-05
978,8.511048379635784e-05
979,8.32326432430012e-05
980,8.262747815984776e-05
981,8.32667253424645e-05
982,8.51179652328254e-05
983,8.754943208478119e-05
984,9.32020729713793e-05
985,9.631933816619443e-05
986,9.75720631391508e-05
987,9.818803474164626e-05
988,9.497932976778322e-05
989,9.698767982396279e-05
990,9.831937551518781e-05
991,9.949312976987553e-05
992,0.00010168768446702538
993,0.00010327873662245903
994,0.0001049670474519709
995,0.00010381906258956031
996,0.00010317649032406908
997,0.00010223299805843838
998,9.981566280869907e-05
999,9.593612236491181e-05
1000,9.085290192056661e-05
1001,8.679962589658832e-05
1002,8.386607153058763e-05
1003,8.22276369441928e-05
1004,8.137309064545415e-05
1005,8.193336710980225e-05
1006,8.397663053616375e-05
1007,8.640975992955677e-05
1008,9.246722965612155e-05
1009,9.575739916040908e-05
1010,9.782809452048494e-05
1011,9.889378358175241e-05
1012,9.540078402212224e-05
1013,9.756956932699495e-05
1014,9.86153078910156e-05
1015,9.92188104327318e-05
1016,0.00010092042159374156
1017,0.000102396758390006
1018,0.0001052546671206125
1019,0.0001047135098827926
1020,0.00010406594999298967
1021,0.0001030526309869951
1022,9.998607330601564e-05
1023,9.58297197129288e-05
1024,9.067002236247079e-05
1025,8.67414369462851e-05
1026,8.37638252321977e-05
1027,8.197991827004482e-05
1028,8.125671274484772e-05
1029,8.19973749551358e-05
1030,8.380954512172166e-05
1031,8.585779617239485e-05
1032,9.140154059485407e-05
1033,9.453210612116708e-05
1034,9.637918965793487e-05
1035,9.761196413364443e-05
1036,9.456785076206762e-05
1037,9.64382098789567e-05
1038,9.75720631391508e-05
1039,9.811488291840793e-05
1040,0.00010002431175907204
1041,0.00010226957397005754
1042,0.00010477419264525168
1043,0.00010415157087700727
1044,0.00010359711330768948
1045,0.00010245660988174645
1046,9.929611860956322e-05
1047,9.497932976778322e-05
1048,8.999087418536041e-05
1049,8.578298180771929e-05
1050,8.310047119874104e-05
1051,8.143127959575737e-05
1052,8.086435296566031e-05
1053,8.182530191638199e-05
1054,8.39176103151419e-05
1055,8.667742910095157e-05
1056,9.375569926997847e-05
1057,9.738003960315019e-05
1058,9.980818137223151e-05
1059,0.00010097445419045169
1060,9.749309242088216e-05
1061,9.962280800197983e-05
1062,0.00010072507297486647
1063,0.00010158793198079129
1064,0.00010289967717476951
1065,0.00010395622225813219
1066,0.00010668362148591576
1067,0.00010570604712082175
1068,0.00010478001154028199
1069,0.00010339095816947238
1070,0.00010004259971488161
1071,9.57731933040628e-05
1072,9.024773683741317e-05
1073,8.656105120034514e-05
1074,8.363664081224924e-05
1075,8.20746831319672e-05
1076,8.109544622543595e-05
1077,8.20073502037592e-05
1078,8.395169241460522e-05
1079,8.683786434964472e-05
1080,9.378562501584868e-05
1081,9.804339363660684e-05
1082,0.00010037427673160994
1083,0.00010205011850034255
1084,9.913152700727697e-05
1085,0.00010127371164915393
1086,0.00010260540734037897
