,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE
1638,0.55,0.55,0.55,0.55,0.55
1639,0.55,0.55,0.55,0.55,0.55
1640,0.55,0.55,0.55,0.55,0.55
1641,0.55,0.55,0.55,0.55,0.55
1642,0.55,0.55,0.55,0.55,0.55
1643,0.55,0.55,0.55,0.55,0.55
1644,0.55,0.55,0.55,0.55,0.55
1645,0.55,0.55,0.55,0.55,0.55
1646,0.55,0.55,0.55,0.55,0.55
1647,0.55,0.55,0.55,0.55,0.55
1648,0.55,0.55,0.55,0.55,0.55
1649,0.55,0.55,0.55,0.55,0.55
1650,0.55,0.55,0.55,0.55,0.55
1651,0.55,0.55,0.55,0.55,0.55
1652,0.55,0.55,0.55,0.55,0.55
1653,0.55,0.55,0.55,0.55,0.55
1654,0.55,0.55,0.55,0.55,0.55
1655,0.55,0.55,0.55,0.55,0.55
1656,0.55,0.55,0.55,0.55,0.55
1657,0.55,0.55,0.55,0.55,0.55
1658,0.55,0.55,0.55,0.55,0.55
1659,0.55,0.55,0.55,0.55,0.55
1660,0.55,0.55,0.55,0.55,0.55
1661,0.55,0.55,0.55,0.55,0.55
1662,0.55,0.55,0.55,0.55,0.55
1663,0.55,0.55,0.55,0.55,0.55
1664,0.55,0.55,0.55,0.55,0.55
1665,0.55,0.55,0.55,0.55,0.55
1666,0.55,0.55,0.55,0.55,0.55
1667,0.55,0.55,0.55,0.55,0.55
1668,0.55,0.55,0.55,0.55,0.55
1669,0.55,0.55,0.55,0.55,0.55
1670,0.55,0.55,0.55,0.55,0.55
1671,0.55,0.55,0.55,0.55,0.55
1672,0.55,0.55,0.55,0.55,0.55
1673,0.55,0.55,0.55,0.55,0.55
1674,0.55,0.55,0.55,0.55,0.55
1675,0.55,0.55,0.55,0.55,0.55
1676,0.55,0.55,0.55,0.55,0.55
1677,0.55,0.55,0.55,0.55,0.55
1678,0.55,0.55,0.55,0.55,0.55
1679,0.55,0.55,0.55,0.55,0.55
1680,0.55,0.55,0.55,0.55,0.55
1681,0.55,0.55,0.55,0.55,0.55
1682,0.55,0.55,0.55,0.55,0.55
1683,0.55,0.55,0.55,0.55,0.55
1684,0.55,0.55,0.55,0.55,0.55
1685,0.55,0.55,0.55,0.55,0.55
1686,0.55,0.55,0.55,0.55,0.55
1687,0.55,0.55,0.55,0.55,0.55
1688,0.55,0.55,0.55,0.55,0.55
1689,0.55,0.55,0.55,0.55,0.55
1690,0.55,0.55,0.55,0.55,0.55
1691,0.55,0.55,0.55,0.55,0.55
1692,0.55,0.55,0.55,0.55,0.55
1693,0.55,0.55,0.55,0.55,0.55
1694,0.55,0.55,0.55,0.55,0.55
1695,0.55,0.55,0.55,0.55,0.55
1696,0.55,0.55,0.55,0.55,0.55
1697,0.55,0.55,0.55,0.55,0.55
1698,0.55,0.55,0.55,0.55,0.55
1699,0.55,0.55,0.55,0.55,0.55
1700,0.55,0.55,0.55,0.55,0.55
1701,0.55,0.55,0.55,0.55,0.55
1702,0.55,0.55,0.55,0.55,0.55
1703,0.55,0.55,0.55,0.55,0.55
1704,0.55,0.55,0.55,0.55,0.55
1705,0.55,0.55,0.55,0.55,0.55
1706,0.55,0.55,0.55,0.55,0.55
1707,0.55,0.55,0.55,0.55,0.55
1708,0.55,0.55,0.55,0.55,0.55
1709,0.55,0.55,0.55,0.55,0.55
1710,0.55,0.55,0.55,0.55,0.55
1711,0.55,0.55,0.55,0.55,0.55
1712,0.55,0.55,0.55,0.55,0.55
1713,0.55,0.55,0.55,0.55,0.55
1714,0.55,0.55,0.55,0.55,0.55
1715,0.55,0.55,0.55,0.55,0.55
1716,0.55,0.55,0.55,0.55,0.55
1717,0.55,0.55,0.55,0.55,0.55
1718,0.55,0.55,0.55,0.55,0.55
1719,0.55,0.55,0.55,0.55,0.55
1720,0.55,0.55,0.55,0.55,0.55
1721,0.55,0.55,0.55,0.55,0.55
1722,0.55,0.55,0.55,0.55,0.55
1723,0.55,0.55,0.55,0.55,0.55
1724,0.55,0.55,0.55,0.55,0.55
1725,0.55,0.55,0.55,0.55,0.55
1726,0.55,0.55,0.55,0.55,0.55
1727,0.55,0.55,0.55,0.55,0.55
1728,0.55,0.55,0.55,0.55,0.55
1729,0.55,0.55,0.55,0.55,0.55
1730,0.55,0.55,0.55,0.55,0.55
1731,0.55,0.55,0.55,0.55,0.55
1732,0.55,0.55,0.55,0.55,0.55
1733,0.55,0.55,0.55,0.55,0.55
1734,0.55,0.55,0.55,0.55,0.55
1735,0.55,0.55,0.55,0.55,0.55
1736,0.55,0.55,0.55,0.55,0.55
1737,0.55,0.55,0.55,0.55,0.55
1738,0.55,0.55,0.55,0.55,0.55
1739,0.55,0.55,0.55,0.55,0.55
1740,0.55,0.55,0.55,0.55,0.55
1741,0.55,0.55,0.55,0.55,0.55
1742,0.55,0.55,0.55,0.55,0.55
1743,0.55,0.55,0.55,0.55,0.55
1744,0.55,0.55,0.55,0.55,0.55
1745,0.55,0.55,0.55,0.55,0.55
1746,0.55,0.55,0.55,0.55,0.55
1747,0.55,0.55,0.55,0.55,0.55
1748,0.55,0.55,0.55,0.55,0.55
1749,0.55,0.55,0.55,0.55,0.55
1750,0.55,0.55,0.55,0.55,0.55
1751,0.55,0.55,0.55,0.55,0.55
1752,0.55,0.55,0.55,0.55,0.55
1753,0.55,0.55,0.55,0.55,0.55
1754,0.55,0.55,0.55,0.55,0.55
1755,0.55,0.55,0.55,0.55,0.55
1756,0.55,0.55,0.55,0.55,0.55
1757,0.55,0.55,0.55,0.55,0.55
1758,0.55,0.55,0.55,0.55,0.55
1759,0.55,0.55,0.55,0.55,0.55
1760,0.55,0.55,0.55,0.55,0.55
1761,0.55,0.55,0.55,0.55,0.55
1762,0.55,0.55,0.55,0.55,0.55
1763,0.55,0.55,0.55,0.55,0.55
1764,0.55,0.55,0.55,0.55,0.55
1765,0.55,0.55,0.55,0.55,0.55
1766,0.55,0.55,0.55,0.55,0.55
1767,0.55,0.55,0.55,0.55,0.55
1768,0.55,0.55,0.55,0.55,0.55
1769,0.55,0.55,0.55,0.55,0.55
1770,0.55,0.55,0.55,0.55,0.55
1771,0.55,0.55,0.55,0.55,0.55
1772,0.55,0.55,0.55,0.55,0.55
1773,0.55,0.55,0.55,0.55,0.55
1774,0.55,0.55,0.55,0.55,0.55
1775,0.55,0.55,0.55,0.55,0.55
1776,0.55,0.55,0.55,0.55,0.55
1777,0.55,0.55,0.55,0.55,0.55
1778,0.55,0.55,0.55,0.55,0.55
1779,0.55,0.55,0.55,0.55,0.55
1780,0.55,0.55,0.55,0.55,0.55
1781,0.55,0.55,0.55,0.55,0.55
1782,0.55,0.55,0.55,0.55,0.55
1783,0.55,0.55,0.55,0.55,0.55
1784,0.55,0.55,0.55,0.55,0.55
1785,0.55,0.55,0.55,0.55,0.55
1786,0.55,0.55,0.55,0.55,0.55
1787,0.55,0.55,0.55,0.55,0.55
1788,0.55,0.55,0.55,0.55,0.55
1789,0.55,0.55,0.55,0.55,0.55
1790,0.55,0.55,0.55,0.55,0.55
1791,0.55,0.55,0.55,0.55,0.55
1792,0.55,0.55,0.55,0.55,0.55
1793,0.55,0.55,0.55,0.55,0.55
1794,0.55,0.55,0.55,0.55,0.55
1795,0.55,0.55,0.55,0.55,0.55
1796,0.55,0.55,0.55,0.55,0.55
1797,0.55,0.55,0.55,0.55,0.55
1798,0.55,0.55,0.55,0.55,0.55
1799,0.55,0.55,0.55,0.55,0.55
1800,0.55,0.55,0.55,0.55,0.55
1801,0.55,0.55,0.55,0.55,0.55
1802,0.55,0.55,0.55,0.55,0.55
1803,0.55,0.55,0.55,0.55,0.55
1804,0.55,0.55,0.55,0.55,0.55
1805,0.55,0.55,0.55,0.55,0.55
1806,0.55,0.55,0.55,0.55,0.55
1807,0.55,0.55,0.55,0.55,0.55
1808,0.55,0.55,0.55,0.55,0.55
1809,0.55,0.55,0.55,0.55,0.55
1810,0.55,0.55,0.55,0.55,0.55
1811,0.55,0.55,0.55,0.55,0.55
1812,0.55,0.55,0.55,0.55,0.55
1813,0.55,0.55,0.55,0.55,0.55
1814,0.55,0.55,0.55,0.55,0.55
1815,0.55,0.55,0.55,0.55,0.55
1816,0.55,0.55,0.55,0.55,0.55
1817,0.55,0.55,0.55,0.55,0.55
1818,0.55,0.55,0.55,0.55,0.55
1819,0.55,0.55,0.55,0.55,0.55
1820,0.55,0.55,0.55,0.55,0.55
1821,0.55,0.55,0.55,0.55,0.55
1822,0.55,0.55,0.55,0.55,0.55
1823,0.55,0.55,0.55,0.55,0.55
1824,0.55,0.55,0.55,0.55,0.55
1825,0.55,0.55,0.55,0.55,0.55
1826,0.55,0.55,0.55,0.55,0.55
1827,0.55,0.55,0.55,0.55,0.55
1828,0.55,0.55,0.55,0.55,0.55
1829,0.55,0.55,0.55,0.55,0.55
1830,0.55,0.55,0.55,0.55,0.55
1831,0.55,0.55,0.55,0.55,0.55
1832,0.55,0.55,0.55,0.55,0.55
1833,0.55,0.55,0.55,0.55,0.55
1834,0.55,0.55,0.55,0.55,0.55
1835,0.55,0.55,0.55,0.55,0.55
1836,0.55,0.55,0.55,0.55,0.55
1837,0.55,0.55,0.55,0.55,0.55
1838,0.55,0.55,0.55,0.55,0.55
1839,0.55,0.55,0.55,0.55,0.55
1840,0.55,0.55,0.55,0.55,0.55
1841,0.55,0.55,0.55,0.55,0.55
1842,0.55,0.55,0.55,0.55,0.55
1843,0.55,0.55,0.55,0.55,0.55
1844,0.55,0.55,0.55,0.55,0.55
1845,0.55,0.55,0.55,0.55,0.55
1846,0.55,0.55,0.55,0.55,0.55
1847,0.55,0.55,0.55,0.55,0.55
1848,0.55,0.55,0.55,0.55,0.55
1849,0.55,0.55,0.55,0.55,0.55
1850,0.55,0.55,0.55,0.55,0.55
1851,0.55,0.55,0.55,0.55,0.55
1852,0.55,0.55,0.55,0.55,0.55
1853,0.55,0.55,0.55,0.55,0.55
1854,0.55,0.55,0.55,0.55,0.55
1855,0.55,0.55,0.55,0.55,0.55
1856,0.55,0.55,0.55,0.55,0.55
1857,0.55,0.55,0.55,0.55,0.55
1858,0.55,0.55,0.55,0.55,0.55
1859,0.55,0.55,0.55,0.55,0.55
1860,0.55,0.55,0.55,0.55,0.55
1861,0.55,0.55,0.55,0.55,0.55
1862,0.55,0.55,0.55,0.55,0.55
1863,0.55,0.55,0.55,0.55,0.55
1864,0.55,0.55,0.55,0.55,0.55
1865,0.55,0.55,0.55,0.55,0.55
1866,0.55,0.55,0.55,0.55,0.55
1867,0.55,0.55,0.55,0.55,0.55
1868,0.55,0.55,0.55,0.55,0.55
1869,0.55,0.55,0.55,0.55,0.55
1870,0.55,0.55,0.55,0.55,0.55
1871,0.55,0.55,0.55,0.55,0.55
1872,0.55,0.55,0.55,0.55,0.55
1873,0.55,0.55,0.55,0.55,0.55
1874,0.55,0.55,0.55,0.55,0.55
1875,0.55,0.55,0.55,0.55,0.55
1876,0.55,0.55,0.55,0.55,0.55
1877,0.55,0.55,0.55,0.55,0.55
1878,0.55,0.55,0.55,0.55,0.55
1879,0.55,0.55,0.55,0.55,0.55
1880,0.55,0.55,0.55,0.55,0.55
1881,0.55,0.55,0.55,0.55,0.55
1882,0.55,0.55,0.55,0.55,0.55
1883,0.55,0.55,0.55,0.55,0.55
1884,0.55,0.55,0.55,0.55,0.55
1885,0.55,0.55,0.55,0.55,0.55
1886,0.55,0.55,0.55,0.55,0.55
1887,0.55,0.55,0.55,0.55,0.55
1888,0.55,0.55,0.55,0.55,0.55
1889,0.55,0.55,0.55,0.55,0.55
1890,0.55,0.55,0.55,0.55,0.55
1891,0.55,0.55,0.55,0.55,0.55
1892,0.55,0.55,0.55,0.55,0.55
1893,0.55,0.55,0.55,0.55,0.55
1894,0.55,0.55,0.55,0.55,0.55
1895,0.55,0.55,0.55,0.55,0.55
1896,0.55,0.55,0.55,0.55,0.55
1897,0.55,0.55,0.55,0.55,0.55
1898,0.55,0.55,0.55,0.55,0.55
1899,0.55,0.55,0.55,0.55,0.55
1900,0.55,0.55,0.55,0.55,0.55
1901,0.55,0.55,0.55,0.55,0.55
1902,0.55,0.55,0.55,0.55,0.55
1903,0.55,0.55,0.55,0.55,0.55
1904,0.55,0.55,0.55,0.55,0.55
1905,0.55,0.55,0.55,0.55,0.55
1906,0.55,0.55,0.55,0.55,0.55
1907,0.55,0.55,0.55,0.55,0.55
1908,0.55,0.55,0.55,0.55,0.55
1909,0.55,0.55,0.55,0.55,0.55
1910,0.55,0.55,0.55,0.55,0.55
1911,0.55,0.55,0.55,0.55,0.55
1912,0.55,0.55,0.55,0.55,0.55
1913,0.55,0.55,0.55,0.55,0.55
1914,0.55,0.55,0.55,0.55,0.55
1915,0.55,0.55,0.55,0.55,0.55
1916,0.55,0.55,0.55,0.55,0.55
1917,0.55,0.55,0.55,0.55,0.55
1918,0.55,0.55,0.55,0.55,0.55
1919,0.55,0.55,0.55,0.55,0.55
1920,0.55,0.55,0.55,0.55,0.55
1921,0.55,0.55,0.55,0.55,0.55
1922,0.55,0.55,0.55,0.55,0.55
1923,0.55,0.55,0.55,0.55,0.55
1924,0.55,0.55,0.55,0.55,0.55
1925,0.55,0.55,0.55,0.55,0.55
1926,0.55,0.55,0.55,0.55,0.55
1927,0.55,0.55,0.55,0.55,0.55
1928,0.55,0.55,0.55,0.55,0.55
1929,0.55,0.55,0.55,0.55,0.55
1930,0.55,0.55,0.55,0.55,0.55
1931,0.55,0.55,0.55,0.55,0.55
1932,0.55,0.55,0.55,0.55,0.55
1933,0.55,0.55,0.55,0.55,0.55
1934,0.55,0.55,0.55,0.55,0.55
1935,0.55,0.55,0.55,0.55,0.55
1936,0.55,0.55,0.55,0.55,0.55
1937,0.55,0.55,0.55,0.55,0.55
1938,0.55,0.55,0.55,0.55,0.55
1939,0.55,0.55,0.55,0.55,0.55
1940,0.55,0.55,0.55,0.55,0.55
1941,0.55,0.55,0.55,0.55,0.55
1942,0.55,0.55,0.55,0.55,0.55
1943,0.55,0.55,0.55,0.55,0.55
1944,0.55,0.55,0.55,0.55,0.55
1945,0.55,0.55,0.55,0.55,0.55
1946,0.55,0.55,0.55,0.55,0.55
1947,0.55,0.55,0.55,0.55,0.55
1948,0.55,0.55,0.55,0.55,0.55
1949,0.55,0.55,0.55,0.55,0.55
1950,0.55,0.55,0.55,0.55,0.55
1951,0.55,0.55,0.55,0.55,0.55
1952,0.55,0.55,0.55,0.55,0.55
1953,0.55,0.55,0.55,0.55,0.55
1954,0.55,0.55,0.55,0.55,0.55
1955,0.55,0.55,0.55,0.55,0.55
1956,0.55,0.55,0.55,0.55,0.55
1957,0.55,0.55,0.55,0.55,0.55
1958,0.55,0.55,0.55,0.55,0.55
1959,0.55,0.55,0.55,0.55,0.55
1960,0.55,0.55,0.55,0.55,0.55
1961,0.55,0.55,0.55,0.55,0.55
1962,0.55,0.55,0.55,0.55,0.55
1963,0.55,0.55,0.55,0.55,0.55
1964,0.55,0.55,0.55,0.55,0.55
1965,0.55,0.55,0.55,0.55,0.55
1966,0.55,0.55,0.55,0.55,0.55
1967,0.55,0.55,0.55,0.55,0.55
1968,0.55,0.55,0.55,0.55,0.55
1969,0.55,0.55,0.55,0.55,0.55
1970,0.55,0.55,0.55,0.55,0.55
1971,0.55,0.55,0.55,0.55,0.55
1972,0.55,0.55,0.55,0.55,0.55
1973,0.55,0.55,0.55,0.55,0.55
1974,0.55,0.55,0.55,0.55,0.55
1975,0.55,0.55,0.55,0.55,0.55
1976,0.55,0.55,0.55,0.55,0.55
1977,0.55,0.55,0.55,0.55,0.55
1978,0.55,0.55,0.55,0.55,0.55
1979,0.55,0.55,0.55,0.55,0.55
1980,0.55,0.55,0.55,0.55,0.55
1981,0.55,0.55,0.55,0.55,0.55
1982,0.55,0.55,0.55,0.55,0.55
1983,0.55,0.55,0.55,0.55,0.55
1984,0.55,0.55,0.55,0.55,0.55
1985,0.55,0.55,0.55,0.55,0.55
1986,0.55,0.55,0.55,0.55,0.55
1987,0.55,0.55,0.55,0.55,0.55
1988,0.55,0.55,0.55,0.55,0.55
1989,0.55,0.55,0.55,0.55,0.55
1990,0.55,0.55,0.55,0.55,0.55
1991,0.55,0.55,0.55,0.55,0.55
1992,0.55,0.55,0.55,0.55,0.55
1993,0.55,0.55,0.55,0.55,0.55
1994,0.55,0.55,0.55,0.55,0.55
1995,0.55,0.55,0.55,0.55,0.55
1996,0.55,0.55,0.55,0.55,0.55
1997,0.55,0.55,0.55,0.55,0.55
1998,0.55,0.55,0.55,0.55,0.55
1999,0.55,0.55,0.55,0.55,0.55
2000,0.55,0.55,0.55,0.55,0.55
2001,0.55,0.55,0.55,0.55,0.55
2002,0.55,0.55,0.55,0.55,0.55
2003,0.55,0.55,0.55,0.55,0.55
2004,0.55,0.55,0.55,0.55,0.55
2005,0.55,0.55,0.55,0.55,0.55
2006,0.55,0.55,0.55,0.55,0.55
2007,0.55,0.55,0.55,0.55,0.55
2008,0.55,0.55,0.55,0.55,0.55
2009,0.55,0.55,0.55,0.55,0.55
2010,0.55,0.55,0.55,0.55,0.55
2011,0.55,0.55,0.55,0.55,0.55
2012,0.55,0.55,0.55,0.55,0.55
2013,0.55,0.55,0.55,0.55,0.55
2014,0.55,0.55,0.55,0.55,0.55
2015,0.55,0.55,0.55,0.55,0.55
2016,0.55,0.55,0.55,0.55,0.55
2017,0.55,0.55,0.55,0.55,0.55
2018,0.55,0.55,0.55,0.55,0.55
2019,0.55,0.55,0.55,0.55,0.55
2020,0.55,0.55,0.55,0.55,0.55
2021,0.55,0.55,0.55,0.55,0.55
2022,0.55,0.55,0.55,0.55,0.55
2023,0.55,0.55,0.55,0.55,0.55
2024,0.55,0.55,0.55,0.55,0.55
2025,0.55,0.55,0.55,0.55,0.55
2026,0.55,0.55,0.55,0.55,0.55
2027,0.55,0.55,0.55,0.55,0.55
2028,0.55,0.55,0.55,0.55,0.55
2029,0.55,0.55,0.55,0.55,0.55
2030,0.55,0.55,0.55,0.55,0.55
2031,0.55,0.55,0.55,0.55,0.55
2032,0.55,0.55,0.55,0.55,0.55
2033,0.55,0.55,0.55,0.55,0.55
2034,0.55,0.55,0.55,0.55,0.55
2035,0.55,0.55,0.55,0.55,0.55
2036,0.55,0.55,0.55,0.55,0.55
2037,0.55,0.55,0.55,0.55,0.55
2038,0.55,0.55,0.55,0.55,0.55
2039,0.55,0.55,0.55,0.55,0.55
2040,0.55,0.55,0.55,0.55,0.55
2041,0.55,0.55,0.55,0.55,0.55
2042,0.55,0.55,0.55,0.55,0.55
2043,0.55,0.55,0.55,0.55,0.55
2044,0.55,0.55,0.55,0.55,0.55
2045,0.55,0.55,0.55,0.55,0.55
2046,0.55,0.55,0.55,0.55,0.55
2047,0.55,0.55,0.55,0.55,0.55
2048,0.55,0.55,0.55,0.55,0.55
2049,0.55,0.55,0.55,0.55,0.55
2050,0.55,0.55,0.55,0.55,0.55
2051,0.55,0.55,0.55,0.55,0.55
2052,0.55,0.55,0.55,0.55,0.55
2053,0.55,0.55,0.55,0.55,0.55
2054,0.55,0.55,0.55,0.55,0.55
2055,0.55,0.55,0.55,0.55,0.55
2056,0.55,0.55,0.55,0.55,0.55
2057,0.55,0.55,0.55,0.55,0.55
2058,0.55,0.55,0.55,0.55,0.55
2059,0.55,0.55,0.55,0.55,0.55
2060,0.55,0.55,0.55,0.55,0.55
2061,0.55,0.55,0.55,0.55,0.55
2062,0.55,0.55,0.55,0.55,0.55
2063,0.55,0.55,0.55,0.55,0.55
2064,0.55,0.55,0.55,0.55,0.55
2065,0.55,0.55,0.55,0.55,0.55
2066,0.55,0.55,0.55,0.55,0.55
2067,0.55,0.55,0.55,0.55,0.55
2068,0.55,0.55,0.55,0.55,0.55
2069,0.55,0.55,0.55,0.55,0.55
2070,0.55,0.55,0.55,0.55,0.55
2071,0.55,0.55,0.55,0.55,0.55
2072,0.55,0.55,0.55,0.55,0.55
2073,0.55,0.55,0.55,0.55,0.55
2074,0.55,0.55,0.55,0.55,0.55
2075,0.55,0.55,0.55,0.55,0.55
2076,0.55,0.55,0.55,0.55,0.55
2077,0.55,0.55,0.55,0.55,0.55
2078,0.55,0.55,0.55,0.55,0.55
2079,0.55,0.55,0.55,0.55,0.55
2080,0.55,0.55,0.55,0.55,0.55
2081,0.55,0.55,0.55,0.55,0.55
2082,0.55,0.55,0.55,0.55,0.55
2083,0.55,0.55,0.55,0.55,0.55
2084,0.55,0.55,0.55,0.55,0.55
2085,0.55,0.55,0.55,0.55,0.55
2086,0.55,0.55,0.55,0.55,0.55
2087,0.55,0.55,0.55,0.55,0.55
2088,0.55,0.55,0.55,0.55,0.55
2089,0.55,0.55,0.55,0.55,0.55
2090,0.55,0.55,0.55,0.55,0.55
2091,0.55,0.55,0.55,0.55,0.55
2092,0.55,0.55,0.55,0.55,0.55
2093,0.55,0.55,0.55,0.55,0.55
2094,0.55,0.55,0.55,0.55,0.55
2095,0.55,0.55,0.55,0.55,0.55
2096,0.55,0.55,0.55,0.55,0.55
2097,0.55,0.55,0.55,0.55,0.55
2098,0.55,0.55,0.55,0.55,0.55
2099,0.55,0.55,0.55,0.55,0.55
2100,0.55,0.55,0.55,0.55,0.55
2101,0.55,0.55,0.55,0.55,0.55
2102,0.55,0.55,0.55,0.55,0.55
2103,0.55,0.55,0.55,0.55,0.55
2104,0.55,0.55,0.55,0.55,0.55
2105,0.55,0.55,0.55,0.55,0.55
2106,0.55,0.55,0.55,0.55,0.55
2107,0.55,0.55,0.55,0.55,0.55
2108,0.55,0.55,0.55,0.55,0.55
2109,0.55,0.55,0.55,0.55,0.55
2110,0.55,0.55,0.55,0.55,0.55
2111,0.55,0.55,0.55,0.55,0.55
2112,0.55,0.55,0.55,0.55,0.55
2113,0.55,0.55,0.55,0.55,0.55
2114,0.55,0.55,0.55,0.55,0.55
2115,0.55,0.55,0.55,0.55,0.55
2116,0.55,0.55,0.55,0.55,0.55
2117,0.55,0.55,0.55,0.55,0.55
2118,0.55,0.55,0.55,0.55,0.55
2119,0.55,0.55,0.55,0.55,0.55
2120,0.55,0.55,0.55,0.55,0.55
2121,0.55,0.55,0.55,0.55,0.55
2122,0.55,0.55,0.55,0.55,0.55
2123,0.55,0.55,0.55,0.55,0.55
2124,0.55,0.55,0.55,0.55,0.55
2125,0.55,0.55,0.55,0.55,0.55
2126,0.55,0.55,0.55,0.55,0.55
2127,0.55,0.55,0.55,0.55,0.55
2128,0.55,0.55,0.55,0.55,0.55
2129,0.55,0.55,0.55,0.55,0.55
2130,0.55,0.55,0.55,0.55,0.55
2131,0.55,0.55,0.55,0.55,0.55
2132,0.55,0.55,0.55,0.55,0.55
2133,0.55,0.55,0.55,0.55,0.55
2134,0.55,0.55,0.55,0.55,0.55
2135,0.55,0.55,0.55,0.55,0.55
2136,0.55,0.55,0.55,0.55,0.55
2137,0.55,0.55,0.55,0.55,0.55
2138,0.55,0.55,0.55,0.55,0.55
2139,0.55,0.55,0.55,0.55,0.55
2140,0.55,0.55,0.55,0.55,0.55
2141,0.55,0.55,0.55,0.55,0.55
2142,0.55,0.55,0.55,0.55,0.55
2143,0.55,0.55,0.55,0.55,0.55
2144,0.55,0.55,0.55,0.55,0.55
2145,0.55,0.55,0.55,0.55,0.55
2146,0.55,0.55,0.55,0.55,0.55
2147,0.55,0.55,0.55,0.55,0.55
2148,0.55,0.55,0.55,0.55,0.55
2149,0.55,0.55,0.55,0.55,0.55
2150,0.55,0.55,0.55,0.55,0.55
2151,0.55,0.55,0.55,0.55,0.55
2152,0.55,0.55,0.55,0.55,0.55
2153,0.55,0.55,0.55,0.55,0.55
2154,0.55,0.55,0.55,0.55,0.55
2155,0.55,0.55,0.55,0.55,0.55
2156,0.55,0.55,0.55,0.55,0.55
2157,0.55,0.55,0.55,0.55,0.55
2158,0.55,0.55,0.55,0.55,0.55
2159,0.55,0.55,0.55,0.55,0.55
2160,0.55,0.55,0.55,0.55,0.55
2161,0.55,0.55,0.55,0.55,0.55
2162,0.55,0.55,0.55,0.55,0.55
2163,0.55,0.55,0.55,0.55,0.55
2164,0.55,0.55,0.55,0.55,0.55
2165,0.55,0.55,0.55,0.55,0.55
2166,0.55,0.55,0.55,0.55,0.55
2167,0.55,0.55,0.55,0.55,0.55
2168,0.55,0.55,0.55,0.55,0.55
2169,0.55,0.55,0.55,0.55,0.55
2170,0.55,0.55,0.55,0.55,0.55
2171,0.55,0.55,0.55,0.55,0.55
2172,0.55,0.55,0.55,0.55,0.55
2173,0.55,0.55,0.55,0.55,0.55
2174,0.55,0.55,0.55,0.55,0.55
2175,0.55,0.55,0.55,0.55,0.55
2176,0.55,0.55,0.55,0.55,0.55
2177,0.55,0.55,0.55,0.55,0.55
2178,0.55,0.55,0.55,0.55,0.55
2179,0.55,0.55,0.55,0.55,0.55
2180,0.55,0.55,0.55,0.55,0.55
2181,0.55,0.55,0.55,0.55,0.55
2182,0.55,0.55,0.55,0.55,0.55
2183,0.55,0.55,0.55,0.55,0.55
2184,0.55,0.55,0.55,0.55,0.55
2185,0.55,0.55,0.55,0.55,0.55
2186,0.55,0.55,0.55,0.55,0.55
2187,0.55,0.55,0.55,0.55,0.55
2188,0.55,0.55,0.55,0.55,0.55
2189,0.55,0.55,0.55,0.55,0.55
2190,0.55,0.55,0.55,0.55,0.55
2191,0.55,0.55,0.55,0.55,0.55
2192,0.55,0.55,0.55,0.55,0.55
2193,0.55,0.55,0.55,0.55,0.55
2194,0.55,0.55,0.55,0.55,0.55
2195,0.55,0.55,0.55,0.55,0.55
2196,0.55,0.55,0.55,0.55,0.55
2197,0.55,0.55,0.55,0.55,0.55
2198,0.55,0.55,0.55,0.55,0.55
2199,0.55,0.55,0.55,0.55,0.55
2200,0.55,0.55,0.55,0.55,0.55
2201,0.55,0.55,0.55,0.55,0.55
2202,0.55,0.55,0.55,0.55,0.55
2203,0.55,0.55,0.55,0.55,0.55
2204,0.55,0.55,0.55,0.55,0.55
2205,0.55,0.55,0.55,0.55,0.55
2206,0.55,0.55,0.55,0.55,0.55
2207,0.55,0.55,0.55,0.55,0.55
2208,0.55,0.55,0.55,0.55,0.55
2209,0.55,0.55,0.55,0.55,0.55
2210,0.55,0.55,0.55,0.55,0.55
2211,0.55,0.55,0.55,0.55,0.55
2212,0.55,0.55,0.55,0.55,0.55
2213,0.55,0.55,0.55,0.55,0.55
2214,0.55,0.55,0.55,0.55,0.55
2215,0.55,0.55,0.55,0.55,0.55
2216,0.55,0.55,0.55,0.55,0.55
2217,0.55,0.55,0.55,0.55,0.55
2218,0.55,0.55,0.55,0.55,0.55
2219,0.55,0.55,0.55,0.55,0.55
2220,0.55,0.55,0.55,0.55,0.55
2221,0.55,0.55,0.55,0.55,0.55
2222,0.55,0.55,0.55,0.55,0.55
2223,0.55,0.55,0.55,0.55,0.55
2224,0.55,0.55,0.55,0.55,0.55
2225,0.55,0.55,0.55,0.55,0.55
2226,0.55,0.55,0.55,0.55,0.55
2227,0.55,0.55,0.55,0.55,0.55
2228,0.55,0.55,0.55,0.55,0.55
2229,0.55,0.55,0.55,0.55,0.55
2230,0.55,0.55,0.55,0.55,0.55
2231,0.55,0.55,0.55,0.55,0.55
2232,0.55,0.55,0.55,0.55,0.55
2233,0.55,0.55,0.55,0.55,0.55
2234,0.55,0.55,0.55,0.55,0.55
2235,0.55,0.55,0.55,0.55,0.55
2236,0.55,0.55,0.55,0.55,0.55
2237,0.55,0.55,0.55,0.55,0.55
2238,0.55,0.55,0.55,0.55,0.55
2239,0.55,0.55,0.55,0.55,0.55
2240,0.55,0.55,0.55,0.55,0.55
2241,0.55,0.55,0.55,0.55,0.55
2242,0.55,0.55,0.55,0.55,0.55
2243,0.55,0.55,0.55,0.55,0.55
2244,0.55,0.55,0.55,0.55,0.55
